Plant Name,Date,Sn,Port,Energy (kWh)
Sándor Tibor,2022-09-29,106161002251,1,0
Sándor Tibor,2022-09-29,106161002251,2,0
Sándor Tibor,2022-09-29,106161002251,3,0
Sándor Tibor,2022-09-29,106161002251,4,0
Sándor Tibor,2022-09-29,116173704164,1,0.975
Sándor Tibor,2022-09-29,116173704164,2,0.962
Sándor Tibor,2022-09-29,116173704164,3,0.983
Sándor Tibor,2022-09-29,116173704164,4,0.966
Sándor Tibor,2022-09-29,116173704719,1,0
Sándor Tibor,2022-09-29,116173704719,2,0
Sándor Tibor,2022-09-29,116173704719,3,0
Sándor Tibor,2022-09-29,116173704719,4,0
Sándor Tibor,2022-09-29,116173709780,1,0.959
Sándor Tibor,2022-09-29,116173709780,2,0.97
Sándor Tibor,2022-09-29,116173709780,3,0.968
Sándor Tibor,2022-09-29,116173709780,4,0.943
Sándor Tibor,2022-09-29,116180214317,1,0.971
Sándor Tibor,2022-09-29,116180214317,2,0.959
Sándor Tibor,2022-09-29,116180214317,3,0.967
Sándor Tibor,2022-09-29,116180214317,4,0.986
Sándor Tibor,2022-09-29,116180215010,1,0.965
Sándor Tibor,2022-09-29,116180215010,2,0.961
Sándor Tibor,2022-09-29,116180215010,3,0.956
Sándor Tibor,2022-09-29,116180215010,4,0.98
Sándor Tibor,2022-09-29,116180217869,1,0.885
Sándor Tibor,2022-09-29,116180217869,2,0.989
Sándor Tibor,2022-09-29,116180217869,3,0.928
Sándor Tibor,2022-09-29,116180217869,4,0.931
Sándor Tibor,2022-09-29,116180218205,1,0.973
Sándor Tibor,2022-09-29,116180218205,2,0.917
Sándor Tibor,2022-09-29,116180218205,3,0.873
Sándor Tibor,2022-09-29,116180218205,4,0.876
