Plant Name,Date,Sn,Port,Energy (kWh)
Sándor Tibor,2023-05-22,106161002251,1,2.858
Sándor Tibor,2023-05-22,106161002251,2,2.908
Sándor Tibor,2023-05-22,106161002251,3,2.827
Sándor Tibor,2023-05-22,106161002251,4,2.934
Sándor Tibor,2023-05-22,116173704164,1,2.578
Sándor Tibor,2023-05-22,116173704164,2,2.525
Sándor Tibor,2023-05-22,116173704164,3,2.559
Sándor Tibor,2023-05-22,116173704164,4,2.524
Sándor Tibor,2023-05-22,116173704719,1,2.826
Sándor Tibor,2023-05-22,116173704719,2,2.888
Sándor Tibor,2023-05-22,116173704719,3,2.872
Sándor Tibor,2023-05-22,116173704719,4,2.853
Sándor Tibor,2023-05-22,116173709780,1,2.547
Sándor Tibor,2023-05-22,116173709780,2,2.537
Sándor Tibor,2023-05-22,116173709780,3,2.544
Sándor Tibor,2023-05-22,116173709780,4,2.537
Sándor Tibor,2023-05-22,116180214317,1,2.543
Sándor Tibor,2023-05-22,116180214317,2,2.497
Sándor Tibor,2023-05-22,116180214317,3,2.545
Sándor Tibor,2023-05-22,116180214317,4,2.594
Sándor Tibor,2023-05-22,116180215010,1,2.28
Sándor Tibor,2023-05-22,116180215010,2,2.266
Sándor Tibor,2023-05-22,116180215010,3,2.246
Sándor Tibor,2023-05-22,116180215010,4,2.295
Sándor Tibor,2023-05-22,116180217869,1,2.144
Sándor Tibor,2023-05-22,116180217869,2,2.601
Sándor Tibor,2023-05-22,116180217869,3,2.466
Sándor Tibor,2023-05-22,116180217869,4,2.233
Sándor Tibor,2023-05-22,116180218205,1,2.301
Sándor Tibor,2023-05-22,116180218205,2,2.571
Sándor Tibor,2023-05-22,116180218205,3,2.477
Sándor Tibor,2023-05-22,116180218205,4,2.491
