Plant Name,Date,Sn,Port,Energy (kWh)
Sándor Tibor,2023-02-28,106161002251,1,0
Sándor Tibor,2023-02-28,106161002251,2,0
Sándor Tibor,2023-02-28,106161002251,3,0
Sándor Tibor,2023-02-28,106161002251,4,0
Sándor Tibor,2023-02-28,116173704164,1,2.162
Sándor Tibor,2023-02-28,116173704164,2,2.118
Sándor Tibor,2023-02-28,116173704164,3,2.16
Sándor Tibor,2023-02-28,116173704164,4,2.126
Sándor Tibor,2023-02-28,116173704719,1,0
Sándor Tibor,2023-02-28,116173704719,2,0
Sándor Tibor,2023-02-28,116173704719,3,0
Sándor Tibor,2023-02-28,116173704719,4,0
Sándor Tibor,2023-02-28,116173709780,1,2.126
Sándor Tibor,2023-02-28,116173709780,2,2.136
Sándor Tibor,2023-02-28,116173709780,3,2.141
Sándor Tibor,2023-02-28,116173709780,4,2.086
Sándor Tibor,2023-02-28,116180214317,1,2.133
Sándor Tibor,2023-02-28,116180214317,2,2.106
Sándor Tibor,2023-02-28,116180214317,3,2.136
Sándor Tibor,2023-02-28,116180214317,4,2.177
Sándor Tibor,2023-02-28,116180215010,1,1.547
Sándor Tibor,2023-02-28,116180215010,2,1.538
Sándor Tibor,2023-02-28,116180215010,3,1.531
Sándor Tibor,2023-02-28,116180215010,4,1.569
Sándor Tibor,2023-02-28,116180217869,1,2.067
Sándor Tibor,2023-02-28,116180217869,2,2.194
Sándor Tibor,2023-02-28,116180217869,3,2.099
Sándor Tibor,2023-02-28,116180217869,4,1.503
Sándor Tibor,2023-02-28,116180218205,1,1.523
Sándor Tibor,2023-02-28,116180218205,2,1.995
Sándor Tibor,2023-02-28,116180218205,3,1.9
Sándor Tibor,2023-02-28,116180218205,4,1.916
