Plant Name,Date,Sn,Port,Energy (kWh)
Sándor Tibor,2022-10-25,106161002251,1,0
Sándor Tibor,2022-10-25,106161002251,2,0
Sándor Tibor,2022-10-25,106161002251,3,0
Sándor Tibor,2022-10-25,106161002251,4,0
Sándor Tibor,2022-10-25,116173704164,1,1.481
Sándor Tibor,2022-10-25,116173704164,2,1.457
Sándor Tibor,2022-10-25,116173704164,3,1.488
Sándor Tibor,2022-10-25,116173704164,4,1.46
Sándor Tibor,2022-10-25,116173704719,1,0
Sándor Tibor,2022-10-25,116173704719,2,0
Sándor Tibor,2022-10-25,116173704719,3,0
Sándor Tibor,2022-10-25,116173704719,4,0
Sándor Tibor,2022-10-25,116173709780,1,1.431
Sándor Tibor,2022-10-25,116173709780,2,1.461
Sándor Tibor,2022-10-25,116173709780,3,1.453
Sándor Tibor,2022-10-25,116173709780,4,1.388
Sándor Tibor,2022-10-25,116180214317,1,1.445
Sándor Tibor,2022-10-25,116180214317,2,1.433
Sándor Tibor,2022-10-25,116180214317,3,1.456
Sándor Tibor,2022-10-25,116180214317,4,1.484
Sándor Tibor,2022-10-25,116180215010,1,1.286
Sándor Tibor,2022-10-25,116180215010,2,1.295
Sándor Tibor,2022-10-25,116180215010,3,1.286
Sándor Tibor,2022-10-25,116180215010,4,1.322
Sándor Tibor,2022-10-25,116180217869,1,1.447
Sándor Tibor,2022-10-25,116180217869,2,1.522
Sándor Tibor,2022-10-25,116180217869,3,1.486
Sándor Tibor,2022-10-25,116180217869,4,1.235
Sándor Tibor,2022-10-25,116180218205,1,1.278
Sándor Tibor,2022-10-25,116180218205,2,1.283
Sándor Tibor,2022-10-25,116180218205,3,1.216
Sándor Tibor,2022-10-25,116180218205,4,1.234
