Plant Name,Date,Sn,Port,Energy (kWh)
Sándor Tibor,2022-11-11,106161002251,1,0
Sándor Tibor,2022-11-11,106161002251,2,0
Sándor Tibor,2022-11-11,106161002251,3,0
Sándor Tibor,2022-11-11,106161002251,4,0
Sándor Tibor,2022-11-11,116173704164,1,1.173
Sándor Tibor,2022-11-11,116173704164,2,1.154
Sándor Tibor,2022-11-11,116173704164,3,1.175
Sándor Tibor,2022-11-11,116173704164,4,1.151
Sándor Tibor,2022-11-11,116173704719,1,0
Sándor Tibor,2022-11-11,116173704719,2,0
Sándor Tibor,2022-11-11,116173704719,3,0
Sándor Tibor,2022-11-11,116173704719,4,0
Sándor Tibor,2022-11-11,116173709780,1,1.126
Sándor Tibor,2022-11-11,116173709780,2,1.15
Sándor Tibor,2022-11-11,116173709780,3,1.143
Sándor Tibor,2022-11-11,116173709780,4,1.133
Sándor Tibor,2022-11-11,116180214317,1,1.137
Sándor Tibor,2022-11-11,116180214317,2,1.132
Sándor Tibor,2022-11-11,116180214317,3,1.149
Sándor Tibor,2022-11-11,116180214317,4,1.172
Sándor Tibor,2022-11-11,116180215010,1,0.733
Sándor Tibor,2022-11-11,116180215010,2,0.782
Sándor Tibor,2022-11-11,116180215010,3,0.782
Sándor Tibor,2022-11-11,116180215010,4,0.807
Sándor Tibor,2022-11-11,116180217869,1,1.115
Sándor Tibor,2022-11-11,116180217869,2,1.203
Sándor Tibor,2022-11-11,116180217869,3,0.776
Sándor Tibor,2022-11-11,116180217869,4,0.741
Sándor Tibor,2022-11-11,116180218205,1,0.784
Sándor Tibor,2022-11-11,116180218205,2,1.105
Sándor Tibor,2022-11-11,116180218205,3,1.067
Sándor Tibor,2022-11-11,116180218205,4,1.06
