Plant Name,Date,Sn,Port,Energy (kWh)
Sándor Tibor,2022-09-16,106161002251,1,0
Sándor Tibor,2022-09-16,106161002251,2,0
Sándor Tibor,2022-09-16,106161002251,3,0
Sándor Tibor,2022-09-16,106161002251,4,0
Sándor Tibor,2022-09-16,116173704164,1,0.827
Sándor Tibor,2022-09-16,116173704164,2,0.817
Sándor Tibor,2022-09-16,116173704164,3,0.834
Sándor Tibor,2022-09-16,116173704164,4,0.818
Sándor Tibor,2022-09-16,116173704719,1,0
Sándor Tibor,2022-09-16,116173704719,2,0
Sándor Tibor,2022-09-16,116173704719,3,0
Sándor Tibor,2022-09-16,116173704719,4,0
Sándor Tibor,2022-09-16,116173709780,1,0.81
Sándor Tibor,2022-09-16,116173709780,2,0.822
Sándor Tibor,2022-09-16,116173709780,3,0.818
Sándor Tibor,2022-09-16,116173709780,4,0.814
Sándor Tibor,2022-09-16,116180214317,1,0.821
Sándor Tibor,2022-09-16,116180214317,2,0.809
Sándor Tibor,2022-09-16,116180214317,3,0.816
Sándor Tibor,2022-09-16,116180214317,4,0.832
Sándor Tibor,2022-09-16,116180215010,1,0.617
Sándor Tibor,2022-09-16,116180215010,2,0.642
Sándor Tibor,2022-09-16,116180215010,3,0.653
Sándor Tibor,2022-09-16,116180215010,4,0.675
Sándor Tibor,2022-09-16,116180217869,1,0.776
Sándor Tibor,2022-09-16,116180217869,2,0.834
Sándor Tibor,2022-09-16,116180217869,3,0.769
Sándor Tibor,2022-09-16,116180217869,4,0.55
Sándor Tibor,2022-09-16,116180218205,1,0.676
Sándor Tibor,2022-09-16,116180218205,2,0.824
Sándor Tibor,2022-09-16,116180218205,3,0.791
Sándor Tibor,2022-09-16,116180218205,4,0.791
