Plant Name,Date,Sn,Port,Energy (kWh)
Sándor Tibor,2022-11-15,106161002251,1,0
Sándor Tibor,2022-11-15,106161002251,2,0
Sándor Tibor,2022-11-15,106161002251,3,0
Sándor Tibor,2022-11-15,106161002251,4,0
Sándor Tibor,2022-11-15,116173704164,1,0.157
Sándor Tibor,2022-11-15,116173704164,2,0.156
Sándor Tibor,2022-11-15,116173704164,3,0.159
Sándor Tibor,2022-11-15,116173704164,4,0.156
Sándor Tibor,2022-11-15,116173704719,1,0
Sándor Tibor,2022-11-15,116173704719,2,0
Sándor Tibor,2022-11-15,116173704719,3,0
Sándor Tibor,2022-11-15,116173704719,4,0
Sándor Tibor,2022-11-15,116173709780,1,0.155
Sándor Tibor,2022-11-15,116173709780,2,0.157
Sándor Tibor,2022-11-15,116173709780,3,0.156
Sándor Tibor,2022-11-15,116173709780,4,0.156
Sándor Tibor,2022-11-15,116180214317,1,0.162
Sándor Tibor,2022-11-15,116180214317,2,0.158
Sándor Tibor,2022-11-15,116180214317,3,0.158
Sándor Tibor,2022-11-15,116180214317,4,0.161
Sándor Tibor,2022-11-15,116180215010,1,0.153
Sándor Tibor,2022-11-15,116180215010,2,0.153
Sándor Tibor,2022-11-15,116180215010,3,0.154
Sándor Tibor,2022-11-15,116180215010,4,0.156
Sándor Tibor,2022-11-15,116180217869,1,0.149
Sándor Tibor,2022-11-15,116180217869,2,0.16
Sándor Tibor,2022-11-15,116180217869,3,0.148
Sándor Tibor,2022-11-15,116180217869,4,0.145
Sándor Tibor,2022-11-15,116180218205,1,0.158
Sándor Tibor,2022-11-15,116180218205,2,0.157
Sándor Tibor,2022-11-15,116180218205,3,0.154
Sándor Tibor,2022-11-15,116180218205,4,0.153
