Plant Name,Date,Sn,Port,Energy (kWh)
Sándor Tibor,2023-02-04,106161002251,1,0
Sándor Tibor,2023-02-04,106161002251,2,0
Sándor Tibor,2023-02-04,106161002251,3,0
Sándor Tibor,2023-02-04,106161002251,4,0
Sándor Tibor,2023-02-04,116173704164,1,0.553
Sándor Tibor,2023-02-04,116173704164,2,0.546
Sándor Tibor,2023-02-04,116173704164,3,0.558
Sándor Tibor,2023-02-04,116173704164,4,0.547
Sándor Tibor,2023-02-04,116173704719,1,0
Sándor Tibor,2023-02-04,116173704719,2,0
Sándor Tibor,2023-02-04,116173704719,3,0
Sándor Tibor,2023-02-04,116173704719,4,0
Sándor Tibor,2023-02-04,116173709780,1,0.547
Sándor Tibor,2023-02-04,116173709780,2,0.551
Sándor Tibor,2023-02-04,116173709780,3,0.549
Sándor Tibor,2023-02-04,116173709780,4,0.544
Sándor Tibor,2023-02-04,116180214317,1,0.553
Sándor Tibor,2023-02-04,116180214317,2,0.546
Sándor Tibor,2023-02-04,116180214317,3,0.549
Sándor Tibor,2023-02-04,116180214317,4,0.559
Sándor Tibor,2023-02-04,116180215010,1,0.457
Sándor Tibor,2023-02-04,116180215010,2,0.457
Sándor Tibor,2023-02-04,116180215010,3,0.458
Sándor Tibor,2023-02-04,116180215010,4,0.47
Sándor Tibor,2023-02-04,116180217869,1,0.524
Sándor Tibor,2023-02-04,116180217869,2,0.562
Sándor Tibor,2023-02-04,116180217869,3,0.53
Sándor Tibor,2023-02-04,116180217869,4,0.444
Sándor Tibor,2023-02-04,116180218205,1,0.465
Sándor Tibor,2023-02-04,116180218205,2,0.521
Sándor Tibor,2023-02-04,116180218205,3,0.503
Sándor Tibor,2023-02-04,116180218205,4,0.506
