Plant Name,Date,Sn,Port,Energy (kWh)
Sándor Tibor,2023-04-17,106161002251,1,2.552
Sándor Tibor,2023-04-17,106161002251,2,2.658
Sándor Tibor,2023-04-17,106161002251,3,2.55
Sándor Tibor,2023-04-17,106161002251,4,2.68
Sándor Tibor,2023-04-17,116173704164,1,2.219
Sándor Tibor,2023-04-17,116173704164,2,2.188
Sándor Tibor,2023-04-17,116173704164,3,2.232
Sándor Tibor,2023-04-17,116173704164,4,2.197
Sándor Tibor,2023-04-17,116173704719,1,2.545
Sándor Tibor,2023-04-17,116173704719,2,2.65
Sándor Tibor,2023-04-17,116173704719,3,2.578
Sándor Tibor,2023-04-17,116173704719,4,2.636
Sándor Tibor,2023-04-17,116173709780,1,2.212
Sándor Tibor,2023-04-17,116173709780,2,2.211
Sándor Tibor,2023-04-17,116173709780,3,2.213
Sándor Tibor,2023-04-17,116173709780,4,2.202
Sándor Tibor,2023-04-17,116180214317,1,2.209
Sándor Tibor,2023-04-17,116180214317,2,2.175
Sándor Tibor,2023-04-17,116180214317,3,2.207
Sándor Tibor,2023-04-17,116180214317,4,2.243
Sándor Tibor,2023-04-17,116180215010,1,2.106
Sándor Tibor,2023-04-17,116180215010,2,2.093
Sándor Tibor,2023-04-17,116180215010,3,2.078
Sándor Tibor,2023-04-17,116180215010,4,2.127
Sándor Tibor,2023-04-17,116180217869,1,1.961
Sándor Tibor,2023-04-17,116180217869,2,2.265
Sándor Tibor,2023-04-17,116180217869,3,2.174
Sándor Tibor,2023-04-17,116180217869,4,2.048
Sándor Tibor,2023-04-17,116180218205,1,2.109
Sándor Tibor,2023-04-17,116180218205,2,2.197
Sándor Tibor,2023-04-17,116180218205,3,2.113
Sándor Tibor,2023-04-17,116180218205,4,2.133
