Plant Name,Date,Sn,Port,Energy (kWh)
Sándor Tibor,2023-05-03,106161002251,1,1.097
Sándor Tibor,2023-05-03,106161002251,2,1.175
Sándor Tibor,2023-05-03,106161002251,3,1.099
Sándor Tibor,2023-05-03,106161002251,4,1.189
Sándor Tibor,2023-05-03,116173704164,1,0.999
Sándor Tibor,2023-05-03,116173704164,2,0.984
Sándor Tibor,2023-05-03,116173704164,3,1.004
Sándor Tibor,2023-05-03,116173704164,4,0.986
Sándor Tibor,2023-05-03,116173704719,1,1.106
Sándor Tibor,2023-05-03,116173704719,2,1.172
Sándor Tibor,2023-05-03,116173704719,3,1.124
Sándor Tibor,2023-05-03,116173704719,4,1.165
Sándor Tibor,2023-05-03,116173709780,1,0.984
Sándor Tibor,2023-05-03,116173709780,2,0.99
Sándor Tibor,2023-05-03,116173709780,3,0.987
Sándor Tibor,2023-05-03,116173709780,4,0.983
Sándor Tibor,2023-05-03,116180214317,1,0.995
Sándor Tibor,2023-05-03,116180214317,2,0.98
Sándor Tibor,2023-05-03,116180214317,3,0.99
Sándor Tibor,2023-05-03,116180214317,4,1.01
Sándor Tibor,2023-05-03,116180215010,1,0.941
Sándor Tibor,2023-05-03,116180215010,2,0.937
Sándor Tibor,2023-05-03,116180215010,3,0.935
Sándor Tibor,2023-05-03,116180215010,4,0.957
Sándor Tibor,2023-05-03,116180217869,1,0.924
Sándor Tibor,2023-05-03,116180217869,2,1.006
Sándor Tibor,2023-05-03,116180217869,3,0.928
Sándor Tibor,2023-05-03,116180217869,4,0.9
Sándor Tibor,2023-05-03,116180218205,1,0.977
Sándor Tibor,2023-05-03,116180218205,2,0.987
Sándor Tibor,2023-05-03,116180218205,3,0.956
Sándor Tibor,2023-05-03,116180218205,4,0.957
