Plant Name,Date,Sn,Port,Energy (kWh)
Sándor Tibor,2022-10-02,106161002251,1,0
Sándor Tibor,2022-10-02,106161002251,2,0
Sándor Tibor,2022-10-02,106161002251,3,0
Sándor Tibor,2022-10-02,106161002251,4,0
Sándor Tibor,2022-10-02,116173704164,1,1.056
Sándor Tibor,2022-10-02,116173704164,2,1.04
Sándor Tibor,2022-10-02,116173704164,3,1.062
Sándor Tibor,2022-10-02,116173704164,4,1.045
Sándor Tibor,2022-10-02,116173704719,1,0
Sándor Tibor,2022-10-02,116173704719,2,0
Sándor Tibor,2022-10-02,116173704719,3,0
Sándor Tibor,2022-10-02,116173704719,4,0
Sándor Tibor,2022-10-02,116173709780,1,1.042
Sándor Tibor,2022-10-02,116173709780,2,1.052
Sándor Tibor,2022-10-02,116173709780,3,1.045
Sándor Tibor,2022-10-02,116173709780,4,1.043
Sándor Tibor,2022-10-02,116180214317,1,1.054
Sándor Tibor,2022-10-02,116180214317,2,1.038
Sándor Tibor,2022-10-02,116180214317,3,1.049
Sándor Tibor,2022-10-02,116180214317,4,1.066
Sándor Tibor,2022-10-02,116180215010,1,0.464
Sándor Tibor,2022-10-02,116180215010,2,0.464
Sándor Tibor,2022-10-02,116180215010,3,0.463
Sándor Tibor,2022-10-02,116180215010,4,0.476
Sándor Tibor,2022-10-02,116180217869,1,1.023
Sándor Tibor,2022-10-02,116180217869,2,1.081
Sándor Tibor,2022-10-02,116180217869,3,1.015
Sándor Tibor,2022-10-02,116180217869,4,0.444
Sándor Tibor,2022-10-02,116180218205,1,0.477
Sándor Tibor,2022-10-02,116180218205,2,1.065
Sándor Tibor,2022-10-02,116180218205,3,1.025
Sándor Tibor,2022-10-02,116180218205,4,1.036
