Plant Name,Date,Sn,Port,Energy (kWh)
Sándor Tibor,2022-11-07,106161002251,1,0
Sándor Tibor,2022-11-07,106161002251,2,0
Sándor Tibor,2022-11-07,106161002251,3,0
Sándor Tibor,2022-11-07,106161002251,4,0
Sándor Tibor,2022-11-07,116173704164,1,0.686
Sándor Tibor,2022-11-07,116173704164,2,0.677
Sándor Tibor,2022-11-07,116173704164,3,0.69
Sándor Tibor,2022-11-07,116173704164,4,0.673
Sándor Tibor,2022-11-07,116173704719,1,0
Sándor Tibor,2022-11-07,116173704719,2,0
Sándor Tibor,2022-11-07,116173704719,3,0
Sándor Tibor,2022-11-07,116173704719,4,0
Sándor Tibor,2022-11-07,116173709780,1,0.623
Sándor Tibor,2022-11-07,116173709780,2,0.668
Sándor Tibor,2022-11-07,116173709780,3,0.66
Sándor Tibor,2022-11-07,116173709780,4,0.57
Sándor Tibor,2022-11-07,116180214317,1,0.657
Sándor Tibor,2022-11-07,116180214317,2,0.659
Sándor Tibor,2022-11-07,116180214317,3,0.669
Sándor Tibor,2022-11-07,116180214317,4,0.686
Sándor Tibor,2022-11-07,116180215010,1,0.877
Sándor Tibor,2022-11-07,116180215010,2,0.905
Sándor Tibor,2022-11-07,116180215010,3,0.905
Sándor Tibor,2022-11-07,116180215010,4,0.932
Sándor Tibor,2022-11-07,116180217869,1,0.657
Sándor Tibor,2022-11-07,116180217869,2,0.706
Sándor Tibor,2022-11-07,116180217869,3,0.662
Sándor Tibor,2022-11-07,116180217869,4,0.854
Sándor Tibor,2022-11-07,116180218205,1,0.917
Sándor Tibor,2022-11-07,116180218205,2,0.417
Sándor Tibor,2022-11-07,116180218205,3,0.398
Sándor Tibor,2022-11-07,116180218205,4,0.382
