Plant Name,Date,Sn,Port,Energy (kWh)
Sándor Tibor,2023-04-18,106161002251,1,0.806
Sándor Tibor,2023-04-18,106161002251,2,0.869
Sándor Tibor,2023-04-18,106161002251,3,0.812
Sándor Tibor,2023-04-18,106161002251,4,0.881
Sándor Tibor,2023-04-18,116173704164,1,0.691
Sándor Tibor,2023-04-18,116173704164,2,0.682
Sándor Tibor,2023-04-18,116173704164,3,0.698
Sándor Tibor,2023-04-18,116173704164,4,0.685
Sándor Tibor,2023-04-18,116173704719,1,0.82
Sándor Tibor,2023-04-18,116173704719,2,0.87
Sándor Tibor,2023-04-18,116173704719,3,0.836
Sándor Tibor,2023-04-18,116173704719,4,0.864
Sándor Tibor,2023-04-18,116173709780,1,0.682
Sándor Tibor,2023-04-18,116173709780,2,0.689
Sándor Tibor,2023-04-18,116173709780,3,0.685
Sándor Tibor,2023-04-18,116173709780,4,0.68
Sándor Tibor,2023-04-18,116180214317,1,0.693
Sándor Tibor,2023-04-18,116180214317,2,0.683
Sándor Tibor,2023-04-18,116180214317,3,0.687
Sándor Tibor,2023-04-18,116180214317,4,0.702
Sándor Tibor,2023-04-18,116180215010,1,0.74
Sándor Tibor,2023-04-18,116180215010,2,0.736
Sándor Tibor,2023-04-18,116180215010,3,0.735
Sándor Tibor,2023-04-18,116180215010,4,0.752
Sándor Tibor,2023-04-18,116180217869,1,0.629
Sándor Tibor,2023-04-18,116180217869,2,0.697
Sándor Tibor,2023-04-18,116180217869,3,0.644
Sándor Tibor,2023-04-18,116180217869,4,0.705
Sándor Tibor,2023-04-18,116180218205,1,0.759
Sándor Tibor,2023-04-18,116180218205,2,0.68
Sándor Tibor,2023-04-18,116180218205,3,0.658
Sándor Tibor,2023-04-18,116180218205,4,0.655
