Plant Name,Time,Production (W)
Sándor Tibor,2023-05-11 05:15,61
Sándor Tibor,2023-05-11 05:30,177
Sándor Tibor,2023-05-11 05:45,369
Sándor Tibor,2023-05-11 06:00,604
Sándor Tibor,2023-05-11 06:15,1263
Sándor Tibor,2023-05-11 06:30,1723
Sándor Tibor,2023-05-11 06:45,1895
Sándor Tibor,2023-05-11 07:00,1663
Sándor Tibor,2023-05-11 07:15,2040
Sándor Tibor,2023-05-11 07:30,2353
Sándor Tibor,2023-05-11 07:45,3456
Sándor Tibor,2023-05-11 08:00,3383
Sándor Tibor,2023-05-11 08:15,4348
Sándor Tibor,2023-05-11 08:30,4116
Sándor Tibor,2023-05-11 08:45,5040
Sándor Tibor,2023-05-11 09:00,6408
Sándor Tibor,2023-05-11 09:15,6539
Sándor Tibor,2023-05-11 09:30,7397
Sándor Tibor,2023-05-11 09:45,8300
Sándor Tibor,2023-05-11 10:00,8593
Sándor Tibor,2023-05-11 10:15,8595
Sándor Tibor,2023-05-11 10:30,8697
Sándor Tibor,2023-05-11 10:45,9972
Sándor Tibor,2023-05-11 11:00,9396
Sándor Tibor,2023-05-11 11:15,9507
Sándor Tibor,2023-05-11 11:30,9417
Sándor Tibor,2023-05-11 11:45,8577
Sándor Tibor,2023-05-11 12:00,9711
Sándor Tibor,2023-05-11 12:15,9854
Sándor Tibor,2023-05-11 12:30,11305
Sándor Tibor,2023-05-11 12:45,11385
Sándor Tibor,2023-05-11 13:00,10456
Sándor Tibor,2023-05-11 13:15,8649
Sándor Tibor,2023-05-11 13:30,9648
Sándor Tibor,2023-05-11 13:45,4783
Sándor Tibor,2023-05-11 14:00,8729
Sándor Tibor,2023-05-11 14:15,8563
Sándor Tibor,2023-05-11 14:30,8035
Sándor Tibor,2023-05-11 14:45,7463
Sándor Tibor,2023-05-11 15:00,7567
Sándor Tibor,2023-05-11 15:15,6104
Sándor Tibor,2023-05-11 15:30,6431
Sándor Tibor,2023-05-11 15:45,5618
Sándor Tibor,2023-05-11 16:00,6427
Sándor Tibor,2023-05-11 16:15,4855
Sándor Tibor,2023-05-11 16:30,3235
Sándor Tibor,2023-05-11 16:45,2814
Sándor Tibor,2023-05-11 17:00,2677
Sándor Tibor,2023-05-11 17:15,2250
Sándor Tibor,2023-05-11 17:30,1912
Sándor Tibor,2023-05-11 17:45,1707
Sándor Tibor,2023-05-11 18:00,1105
Sándor Tibor,2023-05-11 18:15,827
Sándor Tibor,2023-05-11 18:30,628
Sándor Tibor,2023-05-11 18:45,431
Sándor Tibor,2023-05-11 19:00,255
Sándor Tibor,2023-05-11 19:15,230
Sándor Tibor,2023-05-11 19:30,166
Sándor Tibor,2023-05-11 19:45,69
Sándor Tibor,2023-05-11 20:00,41
Sándor Tibor,2023-05-11 20:15,2
Sándor Tibor,2023-05-11 20:30,0
Sándor Tibor,2023-05-11 20:45,0
